RouteID,StopID,ActualTime,ScheduledTime,Delay
364,76,2015-01-12 07:31:12,07:28:00,192
364,64,2015-01-12 07:33:06,07:35:00,-114
364,64,2015-01-12 07:42:54,07:35:00,474
364,76,2015-01-12 07:46:58,07:53:00,-362
364,64,2015-01-12 07:56:20,08:00:00,-220
364,76,2015-01-12 07:57:16,07:53:00,256
364,64,2015-01-12 08:07:30,08:00:00,450
364,76,2015-01-12 08:12:22,08:18:00,-338
364,76,2015-01-12 08:15:34,08:18:00,-146
364,64,2015-01-12 08:21:36,08:25:00,-204
364,64,2015-01-12 08:32:38,08:25:00,458
364,76,2015-01-12 08:36:20,08:41:00,-280
364,76,2015-01-12 08:40:09,08:41:00,-51
364,64,2015-01-12 08:47:04,08:48:00,-56
364,64,2015-01-12 08:50:58,08:48:00,178
364,76,2015-01-12 08:53:18,08:41:00,738
364,76,2015-01-12 08:55:33,09:08:00,-747
364,76,2015-01-12 08:59:56,09:08:00,-484
364,76,2015-01-12 09:01:44,09:08:00,-376
364,64,2015-01-12 09:03:18,09:15:00,-702
364,76,2015-01-12 09:12:10,09:08:00,250
364,76,2015-01-12 09:12:20,09:08:00,260
364,64,2015-01-12 09:14:00,09:15:00,-60
364,64,2015-01-12 09:21:46,09:15:00,406
364,76,2015-01-12 09:22:06,09:08:00,846
364,76,2015-01-12 09:25:28,09:40:00,-872
364,76,2015-01-12 09:28:02,09:40:00,-718
364,64,2015-01-12 09:35:24,09:47:00,-696
364,76,2015-01-12 09:37:57,09:40:00,-123
364,76,2015-01-12 09:42:26,09:40:00,146
364,76,2015-01-12 09:43:36,09:40:00,216
364,64,2015-01-12 09:47:31,09:47:00,31
364,64,2015-01-12 09:52:56,09:47:00,356
364,76,2015-01-12 09:52:58,09:40:00,778
364,76,2015-01-12 09:55:11,10:07:00,-709
364,76,2015-01-12 10:00:52,10:07:00,-368
364,76,2015-01-12 10:01:19,10:07:00,-341
364,64,2015-01-12 10:03:16,10:14:00,-644
364,64,2015-01-12 10:11:09,10:14:00,-171
364,76,2015-01-12 10:11:24,10:07:00,264
364,76,2015-01-12 10:11:32,10:07:00,272
364,76,2015-01-12 10:18:55,10:07:00,715
364,64,2015-01-12 10:19:48,10:14:00,348
364,76,2015-01-12 10:20:36,10:34:00,-804
364,76,2015-01-12 10:26:56,10:34:00,-424
364,64,2015-01-12 10:28:08,10:41:00,-772
364,76,2015-01-12 10:28:35,10:34:00,-325
364,76,2015-01-12 10:35:14,10:34:00,74
364,64,2015-01-12 10:38:03,10:41:00,-177
364,76,2015-01-12 10:39:18,10:34:00,318
364,76,2015-01-12 10:44:27,10:34:00,627
364,76,2015-01-12 10:47:08,10:34:00,788
364,64,2015-01-12 10:49:18,10:41:00,498
364,76,2015-01-12 10:54:19,11:01:00,-401
364,64,2015-01-12 10:56:56,11:08:00,-664
364,76,2015-01-12 10:59:32,11:01:00,-88
364,76,2015-01-12 11:06:50,11:01:00,350
364,64,2015-01-12 11:07:07,11:08:00,-53
364,76,2015-01-12 11:14:16,11:01:00,796
364,76,2015-01-12 11:16:23,11:28:00,-697
364,64,2015-01-12 11:17:23,11:08:00,563
364,76,2015-01-12 11:23:49,11:28:00,-251
364,64,2015-01-12 11:24:00,11:35:00,-660
364,76,2015-01-12 11:24:52,11:28:00,-188
364,76,2015-01-12 11:31:00,11:28:00,180
364,76,2015-01-12 11:31:24,11:28:00,204
364,64,2015-01-12 11:31:57,11:35:00,-183
364,76,2015-01-12 11:38:31,11:28:00,631
364,76,2015-01-12 11:41:39,11:55:00,-801
364,64,2015-01-12 11:41:46,11:35:00,406
364,64,2015-01-12 11:49:06,12:02:00,-774
364,76,2015-01-12 11:49:10,11:55:00,-350
364,76,2015-01-12 11:49:19,11:55:00,-341
364,76,2015-01-12 11:57:54,11:55:00,174
364,64,2015-01-12 11:58:59,12:02:00,-181
364,76,2015-01-12 12:00:22,11:55:00,322
364,76,2015-01-12 12:07:03,11:55:00,723
364,76,2015-01-12 12:08:20,11:55:00,800
364,64,2015-01-12 12:08:31,12:02:00,391
364,76,2015-01-12 12:16:55,12:22:00,-305
364,64,2015-01-12 12:17:33,12:29:00,-687
364,76,2015-01-12 12:17:46,12:22:00,-254
364,76,2015-01-12 12:25:14,12:22:00,194
364,64,2015-01-12 12:26:35,12:29:00,-145
364,76,2015-01-12 12:32:16,12:22:00,616
364,76,2015-01-12 12:33:58,12:22:00,718
364,64,2015-01-12 12:39:45,12:29:00,645
364,76,2015-01-12 12:39:50,12:54:00,-850
364,76,2015-01-12 12:48:02,12:54:00,-358
364,64,2015-01-12 12:48:11,13:01:00,-769
364,76,2015-01-12 12:52:27,12:54:00,-93
364,76,2015-01-12 12:55:58,12:54:00,118
364,76,2015-01-12 12:58:42,12:54:00,282
364,64,2015-01-12 12:59:39,13:01:00,-81
364,76,2015-01-12 13:06:29,12:54:00,749
364,76,2015-01-12 13:07:20,12:54:00,800
364,64,2015-01-12 13:07:29,13:01:00,389
364,64,2015-01-12 13:15:31,13:28:00,-749
364,76,2015-01-12 13:15:32,13:21:00,-328
364,76,2015-01-12 13:16:01,13:21:00,-299
364,76,2015-01-12 13:23:14,13:21:00,134
364,76,2015-01-12 13:24:32,13:21:00,212
364,64,2015-01-12 13:25:37,13:28:00,-143
364,76,2015-01-12 13:32:36,13:21:00,696
364,76,2015-01-12 13:33:13,13:21:00,733
364,64,2015-01-12 13:34:04,13:28:00,364
364,64,2015-01-12 13:41:00,13:28:00,780
364,76,2015-01-12 13:41:20,13:48:00,-400
364,76,2015-01-12 13:43:03,13:48:00,-297
364,76,2015-01-12 13:50:26,13:48:00,146
364,64,2015-01-12 13:51:51,13:55:00,-189
364,76,2015-01-12 13:52:24,13:48:00,264
364,76,2015-01-12 13:59:29,13:48:00,689
364,76,2015-01-12 13:59:36,13:48:00,696
364,64,2015-01-12 14:00:21,13:55:00,321
364,76,2015-01-12 14:07:07,14:15:00,-473
364,76,2015-01-12 14:08:25,14:15:00,-395
364,64,2015-01-12 14:10:11,14:22:00,-709
364,76,2015-01-12 14:18:30,14:15:00,210
364,64,2015-01-12 14:18:37,14:22:00,-203
364,76,2015-01-12 14:19:12,14:15:00,252
364,64,2015-01-12 14:28:42,14:22:00,402
364,76,2015-01-12 14:29:09,14:42:00,-771
364,76,2015-01-12 14:36:28,14:42:00,-332
364,76,2015-01-12 14:37:35,14:42:00,-265
364,64,2015-01-12 14:38:11,14:49:00,-649
364,76,2015-01-12 14:46:08,14:42:00,248
364,64,2015-01-12 14:46:17,14:49:00,-163
364,76,2015-01-12 14:53:49,14:42:00,709
364,76,2015-01-12 14:57:52,14:56:00,112
364,64,2015-01-12 14:59:43,14:49:00,643
364,76,2015-01-12 15:06:50,15:14:00,-430
364,76,2015-01-12 15:08:15,15:14:00,-345
364,64,2015-01-12 15:09:57,15:21:00,-663
364,76,2015-01-12 15:17:07,15:14:00,187
364,64,2015-01-12 15:17:11,15:21:00,-229
364,76,2015-01-12 15:17:39,15:14:00,219
364,76,2015-01-12 15:24:29,15:14:00,629
364,76,2015-01-12 15:26:13,15:14:00,733
364,64,2015-01-12 15:27:05,15:21:00,365
364,76,2015-01-12 15:36:19,15:41:00,-281
364,64,2015-01-12 15:38:07,15:48:00,-593
364,76,2015-01-12 15:38:23,15:41:00,-157
364,76,2015-01-12 15:43:31,15:41:00,151
364,64,2015-01-12 15:46:08,15:48:00,-112
364,76,2015-01-12 15:48:07,15:41:00,427
364,64,2015-01-12 15:55:03,15:48:00,423
364,76,2015-01-12 15:55:05,16:08:00,-775
364,64,2015-01-12 16:03:27,16:15:00,-693
364,76,2015-01-12 16:04:29,16:08:00,-211
364,76,2015-01-12 16:11:49,16:08:00,229
364,76,2015-01-12 16:12:21,16:08:00,261
364,64,2015-01-12 16:14:15,16:15:00,-45
364,76,2015-01-12 16:16:49,16:08:00,529
364,64,2015-01-12 16:21:29,16:15:00,389
364,76,2015-01-12 16:21:53,16:35:00,-787
364,76,2015-01-12 16:27:17,16:35:00,-463
364,76,2015-01-12 16:29:03,16:35:00,-357
364,64,2015-01-12 16:29:43,16:42:00,-737
364,76,2015-01-12 16:37:09,16:35:00,129
364,64,2015-01-12 16:38:23,16:42:00,-217
364,76,2015-01-12 16:38:59,16:35:00,239
364,76,2015-01-12 16:42:43,16:35:00,463
364,64,2015-01-12 16:47:09,16:42:00,309
364,76,2015-01-12 16:47:09,16:35:00,729
364,76,2015-01-12 16:55:05,17:02:00,-415
364,64,2015-01-12 16:56:35,17:09:00,-745
364,76,2015-01-12 16:57:53,17:02:00,-247
364,76,2015-01-12 17:05:05,17:02:00,185
364,64,2015-01-12 17:06:23,17:09:00,-157
364,76,2015-01-12 17:08:59,17:02:00,419
364,64,2015-01-12 17:15:59,17:09:00,419
364,76,2015-01-12 17:16:39,17:02:00,879
364,76,2015-01-12 17:18:07,17:32:00,-833
364,76,2015-01-12 17:23:41,17:32:00,-499
364,76,2015-01-12 17:24:33,17:32:00,-447
364,64,2015-01-12 17:27:55,17:39:00,-665
364,76,2015-01-12 17:34:23,17:32:00,143
364,76,2015-01-12 17:36:17,17:32:00,257
364,64,2015-01-12 17:36:39,17:39:00,-141
364,76,2015-01-12 17:43:01,17:32:00,661
364,64,2015-01-12 17:44:05,17:39:00,305
364,76,2015-01-12 17:44:09,17:32:00,729
364,76,2015-01-12 17:53:05,17:59:00,-355
364,76,2015-01-12 17:53:55,17:59:00,-305
364,64,2015-01-12 17:54:33,18:06:00,-687
364,64,2015-01-12 18:02:17,18:06:00,-223
364,76,2015-01-12 18:02:21,17:59:00,201
364,76,2015-01-12 18:03:37,17:59:00,277
364,76,2015-01-12 18:10:09,18:18:00,-471
364,64,2015-01-12 18:10:57,18:06:00,297
364,76,2015-01-12 18:17:27,18:18:00,-33
364,64,2015-01-12 18:21:23,18:25:00,-217
364,76,2015-01-12 18:28:26,18:18:00,626
364,76,2015-01-12 18:28:35,18:18:00,635
364,64,2015-01-12 18:35:31,18:25:00,631
364,76,2015-01-12 18:36:47,18:43:00,-373
364,76,2015-01-12 18:42:55,18:43:00,-5
364,64,2015-01-12 18:46:42,18:50:00,-198
364,76,2015-01-12 18:53:50,18:43:00,650
364,76,2015-01-12 19:00:22,19:13:00,-758
364,64,2015-01-12 19:01:09,18:50:00,669
364,76,2015-01-12 19:08:05,19:13:00,-295
364,64,2015-01-12 19:16:41,19:20:00,-199
364,76,2015-01-12 19:23:22,19:13:00,622
364,76,2015-01-12 19:32:32,19:38:00,-328
364,64,2015-01-12 19:42:20,19:45:00,-160
364,76,2015-01-12 19:50:52,20:03:00,-728
364,76,2015-01-12 19:57:48,20:03:00,-312
364,64,2015-01-12 20:06:40,20:10:00,-200
364,76,2015-01-12 20:14:36,20:03:00,696
364,64,2015-01-12 20:31:54,20:35:00,-186
364,76,2015-01-12 20:40:00,20:28:00,720
364,76,2015-01-13 07:22:08,07:28:00,-352
364,64,2015-01-13 07:31:52,07:35:00,-188
364,64,2015-01-13 07:39:05,07:35:00,245
364,64,2015-01-13 07:45:19,07:35:00,619
364,76,2015-01-13 07:47:08,07:53:00,-352
364,76,2015-01-13 07:55:43,07:53:00,163
364,64,2015-01-13 07:55:44,08:00:00,-256
364,76,2015-01-13 08:02:26,07:53:00,566
364,64,2015-01-13 08:06:57,08:00:00,417
364,76,2015-01-13 08:12:42,08:18:00,-318
364,76,2015-01-13 08:20:43,08:18:00,163
364,64,2015-01-13 08:22:02,08:25:00,-178
364,64,2015-01-13 08:32:39,08:25:00,459
364,76,2015-01-13 08:34:18,08:41:00,-402
364,76,2015-01-13 08:39:43,08:41:00,-77
364,64,2015-01-13 08:44:38,08:48:00,-202
364,76,2015-01-13 08:51:54,08:41:00,654
364,76,2015-01-13 08:54:42,09:08:00,-798
364,64,2015-01-13 08:54:45,08:48:00,405
364,76,2015-01-13 09:02:12,09:08:00,-348
364,76,2015-01-13 09:02:33,09:08:00,-327
364,64,2015-01-13 09:05:16,09:15:00,-584
364,64,2015-01-13 09:12:44,09:15:00,-136
364,76,2015-01-13 09:12:52,09:08:00,292
364,64,2015-01-13 09:14:33,09:15:00,-27
364,76,2015-01-13 09:20:56,09:08:00,776
364,76,2015-01-13 09:21:56,09:08:00,836
364,64,2015-01-13 09:32:21,09:47:00,-879
364,76,2015-01-13 09:34:58,09:40:00,-302
364,76,2015-01-13 09:41:43,09:40:00,103
364,76,2015-01-13 09:41:48,09:40:00,108
364,64,2015-01-13 09:44:04,09:47:00,-176
364,76,2015-01-13 09:51:52,09:40:00,712
364,64,2015-01-13 09:53:23,09:47:00,383
364,76,2015-01-13 09:53:53,10:07:00,-787
364,76,2015-01-13 10:00:47,10:07:00,-373
364,76,2015-01-13 10:01:19,10:07:00,-341
364,64,2015-01-13 10:02:42,10:14:00,-678
364,64,2015-01-13 10:09:56,10:14:00,-244
364,76,2015-01-13 10:10:25,10:07:00,205
364,76,2015-01-13 10:10:32,10:07:00,212
364,76,2015-01-13 10:15:30,10:07:00,510
364,64,2015-01-13 10:19:37,10:14:00,337
364,76,2015-01-13 10:19:38,10:07:00,758
364,76,2015-01-13 10:27:46,10:34:00,-374
364,64,2015-01-13 10:29:48,10:41:00,-672
364,76,2015-01-13 10:31:29,10:34:00,-151
364,76,2015-01-13 10:37:18,10:34:00,198
364,64,2015-01-13 10:38:01,10:41:00,-179
364,76,2015-01-13 10:45:31,10:34:00,691
364,64,2015-01-13 10:46:22,10:41:00,322
364,76,2015-01-13 10:47:17,10:34:00,797
364,76,2015-01-13 10:54:31,11:01:00,-389
364,76,2015-01-13 10:55:00,11:01:00,-360
364,64,2015-01-13 10:58:39,11:08:00,-561
364,76,2015-01-13 11:02:52,11:01:00,112
364,76,2015-01-13 11:08:42,11:01:00,462
364,64,2015-01-13 11:09:58,11:08:00,118
364,76,2015-01-13 11:14:00,11:01:00,780
364,64,2015-01-13 11:17:24,11:08:00,564
364,76,2015-01-13 11:17:37,11:28:00,-623
364,76,2015-01-13 11:22:21,11:28:00,-339
364,64,2015-01-13 11:23:02,11:35:00,-718
364,76,2015-01-13 11:24:38,11:28:00,-202
364,76,2015-01-13 11:29:46,11:28:00,106
364,76,2015-01-13 11:30:42,11:28:00,162
364,64,2015-01-13 11:32:26,11:35:00,-154
364,76,2015-01-13 11:40:07,11:28:00,727
364,64,2015-01-13 11:41:06,11:35:00,366
364,76,2015-01-13 11:41:22,11:28:00,802
364,76,2015-01-13 11:47:14,11:55:00,-466
364,64,2015-01-13 11:49:50,12:02:00,-730
364,76,2015-01-13 11:50:49,11:55:00,-251
364,76,2015-01-13 11:56:50,11:55:00,110
364,64,2015-01-13 11:58:29,12:02:00,-211
364,76,2015-01-13 12:01:26,11:55:00,386
364,76,2015-01-13 12:05:53,11:55:00,653
364,76,2015-01-13 12:07:03,11:55:00,723
364,64,2015-01-13 12:08:22,12:02:00,382
364,76,2015-01-13 12:15:25,12:22:00,-395
364,76,2015-01-13 12:15:38,12:22:00,-382
364,64,2015-01-13 12:16:29,12:29:00,-751
364,76,2015-01-13 12:25:21,12:22:00,201
364,64,2015-01-13 12:26:51,12:29:00,-129
364,76,2015-01-13 12:29:14,12:22:00,434
364,76,2015-01-13 12:35:07,12:22:00,787
364,76,2015-01-13 12:39:34,12:54:00,-866
364,64,2015-01-13 12:41:19,12:29:00,739
364,76,2015-01-13 12:48:43,12:54:00,-317
364,64,2015-01-13 12:50:53,13:01:00,-607
364,76,2015-01-13 12:52:42,12:54:00,-78
364,64,2015-01-13 13:00:09,13:01:00,-51
364,76,2015-01-13 13:00:37,12:54:00,397
364,76,2015-01-13 13:06:47,12:54:00,767
