RouteID,StopID,ActualTime,ScheduledTime,Delay
320,51,2014-08-01 07:44:52,07:44:00,52
320,6,2014-08-01 07:48:10,07:49:00,-50
320,12,2014-08-01 07:52:24,07:53:00,-36
320,1,2014-08-01 07:54:36,07:57:00,-144
320,51,2014-08-01 08:13:28,08:14:00,-32
320,6,2014-08-01 08:16:38,08:19:00,-142
320,12,2014-08-01 08:20:52,08:23:00,-128
320,1,2014-08-01 08:24:00,08:27:00,-180
320,51,2014-08-01 08:43:44,08:44:00,-16
320,6,2014-08-01 08:47:42,08:49:00,-78
320,12,2014-08-01 08:51:34,08:53:00,-86
320,1,2014-08-01 08:53:48,08:57:00,-192
320,51,2014-08-01 09:14:47,09:14:00,47
320,6,2014-08-01 09:17:39,09:19:00,-81
320,12,2014-08-01 09:21:55,09:23:00,-65
320,1,2014-08-01 09:24:19,09:27:00,-161
320,51,2014-08-01 09:44:55,09:44:00,55
320,6,2014-08-01 09:48:39,09:49:00,-21
320,12,2014-08-01 09:52:59,09:53:00,-1
320,1,2014-08-01 09:55:11,09:57:00,-109
320,51,2014-08-01 10:14:23,10:14:00,23
320,6,2014-08-01 10:18:31,10:19:00,-29
320,12,2014-08-01 10:22:23,10:23:00,-37
320,1,2014-08-01 10:24:23,10:27:00,-157
320,51,2014-08-01 10:43:54,10:44:00,-6
320,6,2014-08-01 10:47:07,10:49:00,-113
320,12,2014-08-01 10:50:51,10:53:00,-129
320,1,2014-08-01 10:54:07,10:57:00,-173
320,51,2014-08-01 11:13:49,11:14:00,-11
320,6,2014-08-01 11:17:11,11:19:00,-109
320,12,2014-08-01 11:22:01,11:23:00,-59
320,1,2014-08-01 11:24:47,11:27:00,-133
320,51,2014-08-01 11:44:33,11:49:00,-267
320,6,2014-08-01 11:47:37,11:34:00,817
320,12,2014-08-01 11:53:29,11:58:00,-271
320,1,2014-08-01 11:55:47,11:42:00,827
320,51,2014-08-01 12:14:21,12:04:00,621
320,6,2014-08-01 12:17:35,12:09:00,515
320,12,2014-08-01 12:23:09,12:13:00,609
320,1,2014-08-01 12:26:21,12:17:00,561
320,51,2014-08-01 12:44:17,12:59:00,-883
320,6,2014-08-01 12:47:31,12:34:00,811
320,12,2014-08-01 12:51:43,12:38:00,823
320,1,2014-08-01 12:54:37,12:42:00,757
320,51,2014-08-01 13:14:19,13:04:00,619
320,6,2014-08-01 13:18:17,13:09:00,557
320,12,2014-08-01 13:22:45,13:13:00,585
320,1,2014-08-01 13:25:33,13:17:00,513
320,51,2014-08-01 13:43:53,13:39:00,293
320,6,2014-08-01 13:48:05,13:44:00,245
320,12,2014-08-01 13:52:13,13:48:00,253
320,1,2014-08-01 13:55:33,13:52:00,213
320,51,2014-08-01 14:14:07,14:04:00,607
320,6,2014-08-01 14:19:23,14:09:00,623
320,12,2014-08-01 14:24:23,14:13:00,683
