RouteID,StopID,ActualTime,ScheduledTime,Delay
354,67,2015-01-12 07:28:26,07:28:00,26
354,1,2015-01-12 07:30:20,07:35:00,-280
354,1,2015-01-12 07:31:15,07:35:00,-225
354,6,2015-01-12 07:33:44,07:37:00,-196
354,67,2015-01-12 07:34:54,07:28:00,414
354,6,2015-01-12 07:34:56,07:37:00,-124
354,1,2015-01-12 07:40:56,07:35:00,356
354,67,2015-01-12 07:41:40,07:52:00,-620
354,6,2015-01-12 07:45:14,07:37:00,494
354,67,2015-01-12 07:46:02,07:52:00,-358
354,1,2015-01-12 07:46:22,07:35:00,682
354,6,2015-01-12 07:51:40,08:01:00,-560
354,1,2015-01-12 07:54:16,07:59:00,-284
354,67,2015-01-12 07:54:46,07:52:00,166
354,6,2015-01-12 07:57:44,08:01:00,-196
354,1,2015-01-12 08:01:36,07:59:00,156
354,1,2015-01-12 08:03:32,07:59:00,272
354,6,2015-01-12 08:06:02,08:01:00,302
354,6,2015-01-12 08:06:26,08:01:00,326
354,67,2015-01-12 08:08:48,08:23:00,-852
354,12,2015-01-12 08:10:36,08:11:00,-24
354,12,2015-01-12 08:11:40,08:11:00,40
354,67,2015-01-12 08:16:26,08:23:00,-394
354,1,2015-01-12 08:16:46,08:30:00,-794
354,6,2015-01-12 08:20:38,08:32:00,-682
354,1,2015-01-12 08:25:22,08:30:00,-278
354,12,2015-01-12 08:25:42,08:11:00,882
354,6,2015-01-12 08:28:42,08:32:00,-198
354,67,2015-01-12 08:30:00,08:23:00,420
354,67,2015-01-12 08:32:52,08:23:00,592
354,12,2015-01-12 08:33:42,08:42:00,-498
354,1,2015-01-12 08:38:44,08:30:00,524
354,67,2015-01-12 08:40:46,08:49:00,-494
354,1,2015-01-12 08:41:38,08:30:00,698
354,6,2015-01-12 08:42:38,08:32:00,638
354,6,2015-01-12 08:47:11,08:58:00,-649
354,12,2015-01-12 08:48:44,08:42:00,404
354,12,2015-01-12 08:53:11,08:42:00,671
354,67,2015-01-12 08:56:56,08:58:00,-64
354,1,2015-01-12 08:57:38,09:05:00,-442
354,67,2015-01-12 08:59:52,08:58:00,112
354,67,2015-01-12 09:00:29,08:58:00,149
354,1,2015-01-12 09:03:44,09:05:00,-76
354,6,2015-01-12 09:04:08,09:07:00,-172
354,6,2015-01-12 09:08:22,09:07:00,82
354,1,2015-01-12 09:10:00,09:05:00,300
354,12,2015-01-12 09:11:24,09:17:00,-336
354,6,2015-01-12 09:14:10,09:07:00,430
354,12,2015-01-12 09:14:26,09:17:00,-154
354,1,2015-01-12 09:16:49,09:05:00,709
354,12,2015-01-12 09:19:44,09:17:00,164
354,6,2015-01-12 09:21:21,09:07:00,861
354,67,2015-01-12 09:22:02,09:29:00,-418
354,67,2015-01-12 09:23:00,09:29:00,-360
354,1,2015-01-12 09:23:55,09:36:00,-725
354,12,2015-01-12 09:27:37,09:17:00,637
354,67,2015-01-12 09:27:46,09:29:00,-74
354,6,2015-01-12 09:28:27,09:38:00,-573
354,12,2015-01-12 09:34:02,09:48:00,-838
354,1,2015-01-12 09:34:18,09:36:00,-102
354,67,2015-01-12 09:34:41,09:29:00,341
354,67,2015-01-12 09:36:09,09:50:00,-831
354,1,2015-01-12 09:37:18,09:36:00,78
354,6,2015-01-12 09:38:20,09:38:00,20
354,67,2015-01-12 09:40:23,09:50:00,-577
354,6,2015-01-12 09:40:46,09:38:00,166
354,1,2015-01-12 09:43:27,09:57:00,-813
354,12,2015-01-12 09:44:12,09:48:00,-228
354,12,2015-01-12 09:46:18,09:48:00,-102
354,6,2015-01-12 09:48:02,09:59:00,-658
354,67,2015-01-12 09:51:42,09:50:00,102
354,67,2015-01-12 09:53:36,09:50:00,216
354,1,2015-01-12 09:53:54,09:57:00,-186
354,12,2015-01-12 09:54:09,10:09:00,-891
354,6,2015-01-12 09:59:30,09:59:00,30
354,67,2015-01-12 10:01:40,09:50:00,700
354,1,2015-01-12 10:03:39,09:57:00,399
354,1,2015-01-12 10:05:19,09:57:00,499
354,12,2015-01-12 10:06:54,10:09:00,-126
354,6,2015-01-12 10:09:21,09:59:00,621
354,6,2015-01-12 10:09:37,09:59:00,637
354,1,2015-01-12 10:11:21,09:57:00,861
354,12,2015-01-12 10:15:02,10:09:00,362
354,67,2015-01-12 10:15:10,10:16:00,-50
354,6,2015-01-12 10:15:11,10:25:00,-589
354,12,2015-01-12 10:15:17,10:09:00,377
354,1,2015-01-12 10:19:16,10:23:00,-224
354,12,2015-01-12 10:19:57,10:09:00,657
354,67,2015-01-12 10:22:48,10:32:00,-552
354,1,2015-01-12 10:23:20,10:23:00,20
354,6,2015-01-12 10:23:26,10:25:00,-94
354,6,2015-01-12 10:26:31,10:41:00,-869
354,67,2015-01-12 10:27:25,10:32:00,-275
354,12,2015-01-12 10:28:24,10:35:00,-396
354,12,2015-01-12 10:31:22,10:35:00,-218
354,1,2015-01-12 10:35:34,10:39:00,-206
354,67,2015-01-12 10:35:36,10:32:00,216
354,67,2015-01-12 10:38:31,10:32:00,391
354,67,2015-01-12 10:39:48,10:32:00,468
354,6,2015-01-12 10:40:20,10:41:00,-40
354,12,2015-01-12 10:46:11,10:51:00,-289
354,1,2015-01-12 10:49:49,10:39:00,649
354,1,2015-01-12 10:53:17,10:39:00,857
354,67,2015-01-12 10:55:22,11:10:00,-878
354,6,2015-01-12 10:56:01,11:07:00,-659
354,6,2015-01-12 10:58:59,11:07:00,-481
354,1,2015-01-12 10:59:16,11:05:00,-344
354,1,2015-01-12 11:04:27,11:17:00,-753
354,6,2015-01-12 11:06:03,11:19:00,-777
354,1,2015-01-12 11:08:13,11:17:00,-527
354,12,2015-01-12 11:08:29,11:17:00,-511
354,12,2015-01-12 11:09:39,11:17:00,-441
354,1,2015-01-12 11:11:49,11:17:00,-311
354,6,2015-01-12 11:11:56,11:19:00,-424
354,12,2015-01-12 11:13:31,11:17:00,-209
354,6,2015-01-12 11:15:17,11:19:00,-223
354,12,2015-01-12 11:17:44,11:29:00,-676
354,6,2015-01-12 11:18:14,11:19:00,-46
