RouteID,StopID,ActualTime,ScheduledTime,Delay
318,33,2014-08-21 07:48:39,07:36:00,759
318,6,2014-08-21 07:51:12,07:40:00,672
318,88,2014-08-21 07:59:16,07:49:00,616
318,33,2014-08-21 08:20:56,08:06:00,896
318,6,2014-08-21 08:23:48,08:10:00,828
318,88,2014-08-21 08:33:36,08:19:00,876
318,33,2014-08-21 08:48:39,08:36:00,759
318,6,2014-08-21 08:50:54,08:40:00,654
318,33,2014-08-21 08:59:28,09:06:00,-392
318,88,2014-08-21 09:00:30,08:49:00,690
318,6,2014-08-21 09:03:18,09:10:00,-402
318,88,2014-08-21 09:11:34,09:19:00,-446
318,33,2014-08-21 09:22:46,09:36:00,-794
318,6,2014-08-21 09:24:49,09:10:00,889
318,88,2014-08-21 09:33:01,09:19:00,841
318,33,2014-08-21 09:33:17,09:36:00,-163
318,6,2014-08-21 09:36:04,09:40:00,-236
318,88,2014-08-21 09:42:52,09:49:00,-368
318,33,2014-08-21 09:57:59,10:06:00,-481
318,6,2014-08-21 10:01:38,10:10:00,-502
318,88,2014-08-21 10:08:57,10:19:00,-603
318,33,2014-08-21 10:09:05,10:06:00,185
318,6,2014-08-21 10:11:34,10:10:00,94
318,88,2014-08-21 10:21:16,10:19:00,136
318,33,2014-08-21 10:23:23,10:36:00,-757
318,6,2014-08-21 10:25:36,10:40:00,-864
318,88,2014-08-21 10:32:29,10:19:00,809
318,33,2014-08-21 10:37:45,10:36:00,105
318,6,2014-08-21 10:41:25,10:40:00,85
318,33,2014-08-21 10:51:57,10:51:00,57
318,6,2014-08-21 10:55:13,10:55:00,13
318,88,2014-08-21 11:03:27,10:49:00,867
318,33,2014-08-21 11:07:34,11:11:00,-206
318,6,2014-08-21 11:09:36,11:15:00,-324
318,33,2014-08-21 11:16:45,11:11:00,345
318,88,2014-08-21 11:18:31,11:24:00,-329
318,6,2014-08-21 11:20:35,11:15:00,335
318,88,2014-08-21 11:28:08,11:24:00,248
318,33,2014-08-21 11:28:49,11:41:00,-731
318,6,2014-08-21 11:31:35,11:45:00,-805
318,88,2014-08-21 11:40:58,11:54:00,-782
318,33,2014-08-21 11:47:34,11:41:00,394
318,6,2014-08-21 11:50:25,11:45:00,325
318,33,2014-08-21 11:59:04,12:11:00,-716
318,88,2014-08-21 12:00:03,11:54:00,363
318,6,2014-08-21 12:01:41,12:15:00,-799
318,33,2014-08-21 12:08:38,12:11:00,-142
318,88,2014-08-21 12:09:30,12:24:00,-870
318,6,2014-08-21 12:11:20,12:15:00,-220
318,88,2014-08-21 12:20:41,12:24:00,-199
318,33,2014-08-21 12:22:30,12:11:00,690
318,6,2014-08-21 12:25:34,12:15:00,634
318,33,2014-08-21 12:34:44,12:41:00,-376
318,88,2014-08-21 12:34:58,12:24:00,658
318,6,2014-08-21 12:38:01,12:45:00,-419
318,33,2014-08-21 12:47:36,12:41:00,396
318,88,2014-08-21 12:47:43,12:54:00,-377
318,6,2014-08-21 12:50:50,12:45:00,350
318,88,2014-08-21 13:00:18,12:54:00,378
318,33,2014-08-21 13:03:00,13:11:00,-480
318,6,2014-08-21 13:07:15,13:15:00,-465
318,88,2014-08-21 13:15:38,13:24:00,-502
318,33,2014-08-21 13:18:34,13:11:00,454
318,6,2014-08-21 13:21:19,13:15:00,379
