RouteID,StopID,ActualTime,ScheduledTime,Delay
325,64,2014-08-25 07:31:05,07:35:00,-235
325,76,2014-08-25 07:37:47,07:28:00,587
325,64,2014-08-25 07:42:03,07:35:00,423
325,64,2014-08-25 07:44:41,07:35:00,581
325,76,2014-08-25 07:52:41,07:53:00,-19
325,76,2014-08-25 07:58:51,07:53:00,351
325,64,2014-08-25 08:00:05,08:00:00,5
325,64,2014-08-25 08:07:11,08:00:00,431
325,76,2014-08-25 08:14:37,08:18:00,-203
325,64,2014-08-25 08:21:29,08:25:00,-211
325,76,2014-08-25 08:23:57,08:18:00,357
325,64,2014-08-25 08:32:25,08:25:00,445
325,76,2014-08-25 08:35:59,08:41:00,-301
325,76,2014-08-25 08:40:45,08:41:00,-15
325,64,2014-08-25 08:45:03,08:48:00,-177
325,76,2014-08-25 08:52:49,08:41:00,709
325,64,2014-08-25 08:55:49,08:48:00,469
325,64,2014-08-25 09:02:38,09:15:00,-742
325,76,2014-08-25 09:04:35,09:08:00,-205
325,76,2014-08-25 09:11:05,09:08:00,185
325,64,2014-08-25 09:11:45,09:15:00,-195
325,76,2014-08-25 09:20:11,09:08:00,731
325,64,2014-08-25 09:20:42,09:15:00,342
325,76,2014-08-25 09:26:59,09:40:00,-781
325,64,2014-08-25 09:33:49,09:47:00,-791
325,76,2014-08-25 09:41:09,09:40:00,69
325,64,2014-08-25 09:44:55,09:47:00,-125
325,76,2014-08-25 09:51:32,09:40:00,692
325,64,2014-08-25 09:56:22,09:47:00,562
325,64,2014-08-25 10:02:38,10:14:00,-682
325,76,2014-08-25 10:04:41,10:07:00,-139
325,64,2014-08-25 10:11:11,10:14:00,-169
325,76,2014-08-25 10:12:12,10:07:00,312
325,76,2014-08-25 10:17:59,10:07:00,659
325,64,2014-08-25 10:20:46,10:14:00,406
325,64,2014-08-25 10:27:05,10:14:00,785
325,76,2014-08-25 10:27:48,10:34:00,-372
325,76,2014-08-25 10:34:15,10:34:00,15
325,64,2014-08-25 10:38:15,10:41:00,-165
325,76,2014-08-25 10:45:11,10:34:00,671
325,64,2014-08-25 10:47:15,10:41:00,375
